Date/Time	ET [mm/h]	Precip [mm/h]
2011-08-17T20:45	0.0132	0.0000
2011-08-17T21:15	0.0312	0.0000
2011-08-17T21:45	0.0316	0.0000
2011-08-17T22:15	0.0394	0.0000
2011-08-17T22:45	0.0510	0.0000
2011-08-17T23:15	0.0626	0.0000
2011-08-17T23:45	0.0333	0.0000
2011-08-18T00:15	0.0383	0.0000
2011-08-18T00:45	0.0438	0.0000
2011-08-18T01:15	0.0483	0.0000
2011-08-18T01:45	0.0377	0.0000
2011-08-18T02:15	0.0502	0.0000
2011-08-18T02:45	0.0522	0.0000
2011-08-18T03:15	0.0479	0.0000
2011-08-18T03:45	0.0452	0.0000
2011-08-18T04:15	0.0425	0.0000
2011-08-18T04:45	0.0530	0.0000
2011-08-18T05:15	0.0512	0.0000
2011-08-18T05:45	0.0459	0.0000
2011-08-18T06:15	0.0413	0.0000
2011-08-18T06:45	0.0547	0.0000
2011-08-18T07:15	0.0405	0.0000
2011-08-18T07:45	0.0319	0.0000
2011-08-18T08:15	0.0253	0.0000
2011-08-18T08:45	0.0361	0.0000
2011-08-18T09:15	0.0312	0.0000
2011-08-18T09:45	0.0296	0.0000
2011-08-18T10:15	0.0172	0.0000
2011-08-18T10:45	0.0045	0.0000
2011-08-18T11:15	0.0046	0.0000
2011-08-18T11:45	0.0054	0.0000
2011-08-18T12:15	0.0055	0.0000
2011-08-18T12:45	0.0025	0.0000
2011-08-18T13:15	0.0003	0.0000
2011-08-18T13:45	0.0013	0.0000
2011-08-18T14:15	0.0015	0.0000
2011-08-18T14:45	-0.0027	0.0000
2011-08-18T15:15	0.0010	0.0000
2011-08-18T15:45	0.0010	0.0000
2011-08-18T16:15	0.0004	0.0000
2011-08-18T16:45	0.0011	0.0000
2011-08-18T17:15	-0.0010	0.0000
2011-08-18T17:45	0.0032	0.0000
2011-08-18T18:15	0.0036	0.0000
2011-08-18T18:45	0.0043	0.0000
2011-08-18T19:15	0.0053	0.0000
2011-08-18T19:45	0.0067	0.0000
2011-08-18T20:15	0.0091	0.0000
2011-08-18T20:45	0.0112	0.0000
2011-08-18T21:15	0.0139	0.0000
2011-08-18T21:45	0.0119	0.0000
2011-08-18T22:15	0.0204	0.0000
2011-08-18T22:45	0.0291	0.0000
2011-08-18T23:15	0.0264	0.0000
2011-08-18T23:45	0.0246	0.0000
2011-08-19T00:15	0.0256	0.0000
2011-08-19T00:45	0.0324	0.0000
2011-08-19T01:15	0.0299	0.0000
2011-08-19T01:45	0.0467	0.0000
2011-08-19T02:15	0.0301	0.0000
2011-08-19T02:45	0.0413	0.0000
2011-08-19T03:15	0.0467	0.0000
2011-08-19T03:45	0.0639	0.0000
2011-08-19T04:15	0.0605	0.0000
2011-08-19T04:45	0.0605	0.0000
2011-08-19T05:15	0.0479	0.0000
2011-08-19T05:45	0.0516	0.0000
2011-08-19T06:15	0.0340	0.0000
2011-08-19T06:45	0.0335	0.0000
2011-08-19T07:15	0.0257	0.0000
2011-08-19T07:45	0.0272	0.0000
2011-08-19T08:15	0.0204	0.0000
2011-08-19T08:45	0.0237	0.0000
2011-08-19T09:15	0.0362	0.0000
2011-08-19T09:45	0.0088	0.0000
2011-08-19T10:15	0.0097	0.0000
2011-08-19T10:45	0.0044	0.0000
2011-08-19T11:15	0.0048	0.0000
2011-08-19T11:45	-0.0028	0.0000
2011-08-19T12:15	-0.0056	0.0000
2011-08-19T12:45	0.0006	0.0000
2011-08-19T13:15	-0.0008	0.0000
2011-08-19T13:45	0.0044	0.0000
2011-08-19T14:15	0.0169	0.0000
2011-08-19T14:45	0.0099	0.0000
2011-08-19T15:15	0.0112	0.0000
2011-08-19T15:45	0.0105	0.0000
2011-08-19T16:15	0.0124	0.0000
2011-08-19T16:45	0.0172	0.0000
2011-08-19T17:15	0.0091	0.0000
2011-08-19T17:45	0.0060	0.0000
2011-08-19T18:15	0.0125	0.0000
2011-08-19T18:45	0.0146	0.0000
2011-08-19T19:15	0.0103	0.0000
2011-08-19T19:45	0.0131	0.0000
2011-08-19T20:15	0.0274	0.0000
2011-08-19T20:45	0.0327	0.0000
2011-08-19T21:15	0.0442	0.0000
2011-08-19T21:45	0.0447	0.0000
2011-08-19T22:15	0.0452	0.0000
2011-08-19T22:45	0.0517	0.0000
2011-08-19T23:15	0.0306	0.0000
2011-08-19T23:45	0.0377	0.0000
