Date/Time	Q [l/s]
2011-08-06T01:45	11.1375
2011-08-06T02:15	11.1457
2011-08-06T02:45	11.1458
2011-08-06T03:15	11.1622
2011-08-06T03:45	11.1337
2011-08-06T04:15	11.1592
2011-08-06T04:45	11.1683
2011-08-06T05:15	11.1330
2011-08-06T05:45	11.0460
2011-08-06T06:15	10.9958
2011-08-06T06:45	10.9895
2011-08-06T07:15	11.0123
2011-08-06T07:45	10.9529
2011-08-06T08:15	10.9263
2011-08-06T08:45	10.8800
2011-08-06T09:15	10.8310
2011-08-06T09:45	10.7975
2011-08-06T10:15	10.7612
2011-08-06T10:45	10.7203
2011-08-06T11:15	10.6090
2011-08-06T11:45	10.5557
2011-08-06T12:15	10.4726
2011-08-06T12:45	10.3838
2011-08-06T13:15	10.2616
2011-08-06T13:45	10.1605
2011-08-06T14:15	10.0859
2011-08-06T14:45	10.0711
2011-08-06T15:15	9.9719
2011-08-06T15:45	9.9162
2011-08-06T16:15	9.8594
2011-08-06T16:45	9.7871
2011-08-06T17:15	9.6723
2011-08-06T17:45	9.5754
2011-08-06T18:15	9.5226
2011-08-06T18:45	9.4928
2011-08-06T19:15	9.4130
2011-08-06T19:45	9.3747
2011-08-06T20:15	9.3485
2011-08-06T20:45	9.2831
2011-08-06T21:15	9.2671
2011-08-06T21:45	9.2776
2011-08-06T22:15	9.2788
2011-08-06T22:45	9.2680
2011-08-06T23:15	9.2045
2011-08-06T23:45	9.2003
2011-08-07T00:15	9.1908
2011-08-07T00:45	9.2192
2011-08-07T01:15	9.3718
2011-08-07T01:45	9.3560
2011-08-07T02:15	9.4859
2011-08-07T02:45	9.6143
2011-08-07T03:15	9.6504
2011-08-07T03:45	9.6463
2011-08-07T04:15	9.7068
2011-08-07T04:45	9.6995
2011-08-07T05:15	9.6926
2011-08-07T05:45	9.5452
2011-08-07T06:15	9.4333
2011-08-07T06:45	9.4221
2011-08-07T07:15	9.3903
2011-08-07T07:45	9.2397
2011-08-07T08:15	9.1561
2011-08-07T08:45	9.1144
2011-08-07T09:15	8.9839
2011-08-07T09:45	8.8274
2011-08-07T10:15	8.7075
2011-08-07T10:45	8.5177
2011-08-07T11:15	8.4943
2011-08-07T11:45	8.3767
2011-08-07T12:15	8.2283
2011-08-07T12:45	8.1104
2011-08-07T13:15	8.0596
2011-08-07T13:45	7.9563
2011-08-07T14:15	7.9030
2011-08-07T14:45	7.8777
2011-08-07T15:15	7.8069
2011-08-07T15:45	7.6957
2011-08-07T16:15	7.6983
2011-08-07T16:45	7.6717
2011-08-07T17:15	7.6545
2011-08-07T17:45	7.6533
2011-08-07T18:15	7.5737
2011-08-07T18:45	7.5392
2011-08-07T19:15	7.5060
2011-08-07T19:45	7.5238
2011-08-07T20:15	7.4593
2011-08-07T20:45	7.4355
2011-08-07T21:15	7.3743
2011-08-07T21:45	7.3741
2011-08-07T22:15	7.3843
2011-08-07T22:45	7.3312
2011-08-07T23:15	7.3340
2011-08-07T23:45	7.3347
2011-08-08T00:15	7.4024
2011-08-08T00:45	7.4466
2011-08-08T01:15	7.4288
2011-08-08T01:45	7.4429
2011-08-08T02:15	7.4376
2011-08-08T02:45	7.4736
2011-08-08T03:15	7.4211
2011-08-08T03:45	7.3873
2011-08-08T04:15	7.4495
2011-08-08T04:45	7.3782
2011-08-08T05:15	7.3342
2011-08-08T05:45	7.3079
2011-08-08T06:15	7.2254
2011-08-08T06:45	7.1692
2011-08-08T07:15	7.0805
2011-08-08T07:45	7.0442
2011-08-08T08:15	6.9969
2011-08-08T08:45	6.9361
2011-08-08T09:15	6.9240
2011-08-08T09:45	6.9030
2011-08-08T10:15	6.9228
2011-08-08T10:45	6.8754
2011-08-08T11:15	6.8530
2011-08-08T11:45	6.8700
2011-08-08T12:15	6.7928
2011-08-08T12:45	6.8025
2011-08-08T13:15	6.7751
2011-08-08T13:45	6.7743
2011-08-08T14:15	6.7632
2011-08-08T14:45	6.6695
2011-08-08T15:15	6.6613
2011-08-08T15:45	6.6204
2011-08-08T16:15	6.5929
2011-08-08T16:45	6.5592
2011-08-08T17:15	6.5786
2011-08-08T17:45	6.5172
2011-08-08T18:15	6.4945
2011-08-08T18:45	6.4391
2011-08-08T19:15	6.3916
2011-08-08T19:45	6.3752
2011-08-08T20:15	6.3508
2011-08-08T20:45	6.3658
2011-08-08T21:15	6.3809
2011-08-08T21:45	6.3779
2011-08-08T22:15	6.3874
2011-08-08T22:45	6.3852
2011-08-08T23:15	6.3693
2011-08-08T23:45	6.3697
2011-08-09T00:15	6.4290
2011-08-09T00:45	6.4309
2011-08-09T01:15	6.4381
2011-08-09T01:45	6.4658
2011-08-09T02:15	6.5231
2011-08-09T02:45	6.5375
2011-08-09T03:15	6.6478
2011-08-09T03:45	6.7045
2011-08-09T04:15	6.5876
2011-08-09T04:45	6.5650
2011-08-09T05:15	6.5799
2011-08-09T05:45	6.4610
2011-08-09T06:15	6.3489
2011-08-09T06:45	6.3960
2011-08-09T07:15	6.4593
2011-08-09T07:45	6.5635
2011-08-09T08:15	6.5585
2011-08-09T08:45	6.6105
2011-08-09T09:15	6.6955
2011-08-09T09:45	6.6917
2011-08-09T10:15	6.7224
2011-08-09T10:45	6.7120
2011-08-09T11:15	6.5791
2011-08-09T11:45	6.5167
2011-08-09T12:15	6.3963
2011-08-09T12:45	6.3812
2011-08-09T13:15	6.3646
2011-08-09T13:45	6.2874
2011-08-09T14:15	6.2229
2011-08-09T14:45	6.1643
2011-08-09T15:15	6.0402
2011-08-09T15:45	5.9725
2011-08-09T16:15	5.8104
2011-08-09T16:45	5.7155
2011-08-09T17:15	5.6747
2011-08-09T17:45	5.6349
2011-08-09T18:15	5.6637
2011-08-09T18:45	5.6929
2011-08-09T19:15	5.8201
2011-08-09T19:45	5.7364
2011-08-09T20:15	5.6315
2011-08-09T20:45	5.5368
2011-08-09T21:15	5.4615
2011-08-09T21:45	5.4628
2011-08-09T22:15	5.5229
2011-08-09T22:45	5.6383
2011-08-09T23:15	5.6895
2011-08-09T23:45	5.6710
2011-08-10T00:15	5.7278
2011-08-10T00:45	5.7392
2011-08-10T01:15	5.7941
2011-08-10T01:45	5.8543
2011-08-10T02:15	6.0536
2011-08-10T02:45	6.2426
2011-08-10T03:15	6.3979
2011-08-10T03:45	6.3279
2011-08-10T04:15	6.3237
2011-08-10T04:45	6.3075
2011-08-10T05:15	6.3332
2011-08-10T05:45	6.2784
2011-08-10T06:15	6.1545
2011-08-10T06:45	6.1192
2011-08-10T07:15	6.0362
2011-08-10T07:45	5.7724
2011-08-10T08:15	5.5653
2011-08-10T08:45	5.4754
2011-08-10T09:15	5.4021
2011-08-10T09:45	5.4305
2011-08-10T10:15	5.2935
2011-08-10T10:45	5.1439
2011-08-10T11:15	5.0580
2011-08-10T11:45	4.9400
2011-08-10T12:15	4.8082
2011-08-10T12:45	4.7211
2011-08-10T13:15	4.7415
2011-08-10T13:45	4.7099
2011-08-10T14:15	4.5929
2011-08-10T14:45	4.5133
2011-08-10T15:15	4.4556
2011-08-10T15:45	4.3862
2011-08-10T16:15	4.3451
2011-08-10T16:45	4.2926
2011-08-10T17:15	4.1959
2011-08-10T17:45	4.0991
2011-08-10T18:15	3.9969
2011-08-10T18:45	3.9343
2011-08-10T19:15	3.8793
2011-08-10T19:45	3.8379
2011-08-10T20:15	3.8145
2011-08-10T20:45	3.8169
2011-08-10T21:15	3.8127
2011-08-10T21:45	3.8063
2011-08-10T22:15	3.8284
2011-08-10T22:45	3.8604
2011-08-10T23:15	3.9221
2011-08-10T23:45	3.9437
2011-08-11T00:15	4.0218
2011-08-11T00:45	4.0701
2011-08-11T01:15	4.0992
2011-08-11T01:45	4.1038
2011-08-11T02:15	4.1548
2011-08-11T02:45	4.1835
2011-08-11T03:15	4.1359
2011-08-11T03:45	4.1087
2011-08-11T04:15	4.0717
2011-08-11T04:45	4.0500
2011-08-11T05:15	4.0969
2011-08-11T05:45	4.0961
2011-08-11T06:15	4.0690
2011-08-11T06:45	4.0717
2011-08-11T07:15	4.0167
2011-08-11T07:45	3.9855
2011-08-11T08:15	3.9527
2011-08-11T08:45	3.8828
2011-08-11T09:15	3.8434
2011-08-11T09:45	3.8066
2011-08-11T10:15	3.7482
2011-08-11T10:45	3.7111
2011-08-11T11:15	3.6035
2011-08-11T11:45	3.5334
2011-08-11T12:15	3.4540
2011-08-11T12:45	3.3974
2011-08-11T13:15	3.3089
2011-08-11T13:45	3.2831
2011-08-11T14:15	3.2223
2011-08-11T14:45	3.2135
2011-08-11T15:15	3.1903
2011-08-11T15:45	3.1539
2011-08-11T16:15	3.1580
2011-08-11T16:45	3.1236
2011-08-11T17:15	3.0690
2011-08-11T17:45	3.0345
2011-08-11T18:15	3.0405
2011-08-11T18:45	2.9815
2011-08-11T19:15	2.9558
2011-08-11T19:45	2.9545
2011-08-11T20:15	2.9243
2011-08-11T20:45	2.9199
2011-08-11T21:15	2.9718
2011-08-11T21:45	2.9402
2011-08-11T22:15	2.9496
2011-08-11T22:45	2.9125
2011-08-11T23:15	2.8901
2011-08-11T23:45	2.8789
2011-08-12T00:15	2.9159
2011-08-12T00:45	2.9738
2011-08-12T01:15	2.9989
2011-08-12T01:45	2.9833
2011-08-12T02:15	3.0715
2011-08-12T02:45	3.0892
2011-08-12T03:15	3.0616
2011-08-12T03:45	3.0944
2011-08-12T04:15	3.1298
2011-08-12T04:45	3.1114
2011-08-12T05:15	3.0592
2011-08-12T05:45	3.0503
2011-08-12T06:15	3.1079
2011-08-12T06:45	3.1362
2011-08-12T07:15	3.0204
2011-08-12T07:45	2.9029
2011-08-12T08:15	2.8502
2011-08-12T08:45	2.7419
2011-08-12T09:15	2.6677
2011-08-12T09:45	2.6857
2011-08-12T10:15	2.7285
2011-08-12T10:45	2.6526
2011-08-12T11:15	2.5984
2011-08-12T11:45	2.5561
2011-08-12T12:15	2.5278
2011-08-12T12:45	2.5240
2011-08-12T13:15	2.4938
2011-08-12T13:45	2.4487
2011-08-12T14:15	2.4349
2011-08-12T14:45	2.3935
2011-08-12T15:15	2.3585
2011-08-12T15:45	2.3734
2011-08-12T16:15	2.3576
2011-08-12T16:45	2.3373
2011-08-12T17:15	2.3707
2011-08-12T17:45	2.3248
2011-08-12T18:15	2.2751
2011-08-12T18:45	2.2331
2011-08-12T19:15	2.2286
2011-08-12T19:45	2.2135
2011-08-12T20:15	2.1794
2011-08-12T20:45	2.1851
2011-08-12T21:15	2.2106
2011-08-12T21:45	2.2118
2011-08-12T22:15	2.2385
2011-08-12T22:45	2.2515
2011-08-12T23:15	2.2502
2011-08-12T23:45	2.2321
2011-08-13T00:15	2.2478
2011-08-13T00:45	2.2514
2011-08-13T01:15	2.2703
2011-08-13T01:45	2.2750
2011-08-13T02:15	2.3226
2011-08-13T02:45	2.4175
2011-08-13T03:15	2.3992
2011-08-13T03:45	2.4108
2011-08-13T04:15	2.4106
2011-08-13T04:45	2.3793
2011-08-13T05:15	2.3482
2011-08-13T05:45	2.3452
2011-08-13T06:15	2.3519
2011-08-13T06:45	2.3120
2011-08-13T07:15	2.2983
2011-08-13T07:45	2.2557
2011-08-13T08:15	2.2214
2011-08-13T08:45	2.1850
2011-08-13T09:15	2.1509
2011-08-13T09:45	2.1391
2011-08-13T10:15	2.1314
2011-08-13T10:45	2.1078
2011-08-13T11:15	2.1017
2011-08-13T11:45	2.0819
2011-08-13T12:15	2.0419
2011-08-13T12:45	2.0230
2011-08-13T13:15	1.9999
2011-08-13T13:45	2.0048
2011-08-13T14:15	2.0128
2011-08-13T14:45	2.0050
2011-08-13T15:15	1.9806
2011-08-13T15:45	2.0051
2011-08-13T16:15	2.0042
2011-08-13T16:45	2.0093
2011-08-13T17:15	1.9923
2011-08-13T17:45	1.9924
2011-08-13T18:15	1.9542
2011-08-13T18:45	1.9801
2011-08-13T19:15	2.0151
2011-08-13T19:45	2.0126
2011-08-13T20:15	1.9596
2011-08-13T20:45	1.9634
2011-08-13T21:15	1.9609
2011-08-13T21:45	1.9287
2011-08-13T22:15	1.9679
2011-08-13T22:45	2.0112
2011-08-13T23:15	2.0368
2011-08-13T23:45	2.0394
2011-08-14T00:15	2.0551
2011-08-14T00:45	2.0989
2011-08-14T01:15	2.1050
2011-08-14T01:45	2.0764
2011-08-14T02:15	2.1057
2011-08-14T02:45	2.1119
2011-08-14T03:15	2.0957
2011-08-14T03:45	2.0930
2011-08-14T04:15	2.0790
2011-08-14T04:45	2.0552
2011-08-14T05:15	2.0188
2011-08-14T05:45	2.0244
2011-08-14T06:15	2.0191
2011-08-14T06:45	2.0025
2011-08-14T07:15	1.9814
2011-08-14T07:45	1.9986
2011-08-14T08:15	2.0088
2011-08-14T08:45	1.9579
2011-08-14T09:15	1.9582
2011-08-14T09:45	1.9466
2011-08-14T10:15	1.9475
2011-08-14T10:45	1.9419
2011-08-14T11:15	1.9196
2011-08-14T11:45	1.8893
2011-08-14T12:15	1.8955
2011-08-14T12:45	1.8712
2011-08-14T13:15	1.8487
2011-08-14T13:45	1.8492
2011-08-14T14:15	1.8441
2011-08-14T14:45	1.8341
2011-08-14T15:15	1.8424
2011-08-14T15:45	1.8074
2011-08-14T16:15	1.8057
2011-08-14T16:45	1.8048
2011-08-14T17:15	1.7914
2011-08-14T17:45	1.8142
2011-08-14T18:15	1.7913
2011-08-14T18:45	1.7942
2011-08-14T19:15	1.8042
2011-08-14T19:45	1.7790
2011-08-14T20:15	1.7793
2011-08-14T20:45	1.7719
2011-08-14T21:15	1.7540
2011-08-14T21:45	1.7550
2011-08-14T22:15	1.7396
2011-08-14T22:45	1.7472
2011-08-14T23:15	1.7474
2011-08-14T23:45	1.7559
2011-08-15T00:15	1.7590
2011-08-15T00:45	1.7651
2011-08-15T01:15	1.7948
2011-08-15T01:45	1.8467
2011-08-15T02:15	1.8321
2011-08-15T02:45	1.8410
2011-08-15T03:15	1.8329
2011-08-15T03:45	1.8350
2011-08-15T04:15	1.8284
2011-08-15T04:45	1.8331
2011-08-15T05:15	1.8389
2011-08-15T05:45	1.8243
2011-08-15T06:15	1.8141
2011-08-15T06:45	1.8113
2011-08-15T07:15	1.7944
2011-08-15T07:45	1.7815
2011-08-15T08:15	1.7866
2011-08-15T08:45	1.7800
2011-08-15T09:15	1.7794
2011-08-15T09:45	1.7768
2011-08-15T10:15	1.7722
2011-08-15T10:45	1.7405
2011-08-15T11:15	1.7295
2011-08-15T11:45	1.7240
2011-08-15T12:15	1.6916
2011-08-15T12:45	1.6777
2011-08-15T13:15	1.6723
2011-08-15T13:45	1.6623
2011-08-15T14:15	1.6722
2011-08-15T14:45	1.6668
2011-08-15T15:15	1.6540
2011-08-15T15:45	1.6672
2011-08-15T16:15	1.6846
2011-08-15T16:45	1.6677
2011-08-15T17:15	1.6328
2011-08-15T17:45	1.6244
2011-08-15T18:15	1.6304
2011-08-15T18:45	1.6429
2011-08-15T19:15	1.6362
2011-08-15T19:45	1.6306
2011-08-15T20:15	1.6346
2011-08-15T20:45	1.6409
2011-08-15T21:15	1.6173
2011-08-15T21:45	1.6202
2011-08-15T22:15	1.6295
2011-08-15T22:45	1.6223
2011-08-15T23:15	1.6395
2011-08-15T23:45	1.6573
2011-08-16T00:15	1.6524
2011-08-16T00:45	1.6418
2011-08-16T01:15	1.6473
2011-08-16T01:45	1.6484
2011-08-16T02:15	1.6462
2011-08-16T02:45	1.6424
2011-08-16T03:15	1.6453
2011-08-16T03:45	1.6434
2011-08-16T04:15	1.6392
2011-08-16T04:45	1.6414
2011-08-16T05:15	1.6353
2011-08-16T05:45	1.6181
2011-08-16T06:15	1.6326
2011-08-16T06:45	1.6465
2011-08-16T07:15	1.6414
2011-08-16T07:45	1.5969
2011-08-16T08:15	1.6032
2011-08-16T08:45	1.5998
2011-08-16T09:15	1.5862
2011-08-16T09:45	1.5804
2011-08-16T10:15	1.5719
2011-08-16T10:45	1.5585
2011-08-16T11:15	1.5499
2011-08-16T11:45	1.5621
2011-08-16T12:15	1.5435
2011-08-16T12:45	1.5367
2011-08-16T13:15	1.5176
2011-08-16T13:45	1.5283
2011-08-16T14:15	1.5335
2011-08-16T14:45	1.5192
2011-08-16T15:15	1.4936
2011-08-16T15:45	1.4770
2011-08-16T16:15	1.4719
2011-08-16T16:45	1.4664
2011-08-16T17:15	1.4607
2011-08-16T17:45	1.4651
2011-08-16T18:15	1.4575
2011-08-16T18:45	1.4569
2011-08-16T19:15	1.4557
2011-08-16T19:45	1.4450
2011-08-16T20:15	1.4426
2011-08-16T20:45	1.4447
2011-08-16T21:15	1.4391
2011-08-16T21:45	1.4362
2011-08-16T22:15	1.4263
2011-08-16T22:45	1.4287
2011-08-16T23:15	1.4354
2011-08-16T23:45	1.4514
2011-08-17T00:15	1.4520
2011-08-17T00:45	1.4646
2011-08-17T01:15	1.4958
2011-08-17T01:45	1.4857
2011-08-17T02:15	1.5177
2011-08-17T02:45	1.5418
2011-08-17T03:15	1.5375
2011-08-17T03:45	1.5285
2011-08-17T04:15	1.5575
2011-08-17T04:45	1.5204
2011-08-17T05:15	1.5136
2011-08-17T05:45	1.5198
2011-08-17T06:15	1.5321
2011-08-17T06:45	1.5185
2011-08-17T07:15	1.5116
2011-08-17T07:45	1.5142
2011-08-17T08:15	1.5174
2011-08-17T08:45	1.4696
2011-08-17T09:15	1.4719
2011-08-17T09:45	1.4620
2011-08-17T10:15	1.4331
2011-08-17T10:45	1.3802
2011-08-17T11:15	1.3711
2011-08-17T11:45	1.3754
2011-08-17T12:15	1.3571
2011-08-17T12:45	1.3624
2011-08-17T13:15	1.3434
2011-08-17T13:45	1.3516
2011-08-17T14:15	1.3260
2011-08-17T14:45	1.3117
2011-08-17T15:15	1.3070
2011-08-17T15:45	1.3209
2011-08-17T16:15	1.3092
2011-08-17T16:45	1.3076
2011-08-17T17:15	1.3209
2011-08-17T17:45	1.3057
2011-08-17T18:15	1.2961
2011-08-17T18:45	1.3002
2011-08-17T19:15	1.2948
2011-08-17T19:45	1.2829
2011-08-17T20:15	1.2722
2011-08-17T20:45	1.2602
2011-08-17T21:15	1.2750
2011-08-17T21:45	1.2785
2011-08-17T22:15	1.2921
2011-08-17T22:45	1.2966
2011-08-17T23:15	1.3188
2011-08-17T23:45	1.3056
2011-08-18T00:15	1.3104
2011-08-18T00:45	1.3139
2011-08-18T01:15	1.3118
2011-08-18T01:45	1.3043
2011-08-18T02:15	1.3176
2011-08-18T02:45	1.3295
2011-08-18T03:15	1.3249
2011-08-18T03:45	1.3193
2011-08-18T04:15	1.3167
